Player,Matches_Played,Total_Medals,Unique_Medals,Avg_Medals_Per_Match
JustiNaDa,2,24,10,12.0
Justice,1,1,1,1.0
JusticeOfJustin,1,13,5,13.0
JusticeRCW,1,17,5,17.0
Justin DaMouf,1,4,4,4.0
Justin Verted,1,8,5,8.0
Justin a Flash,1,7,4,7.0
Justin0hio,1,15,9,15.0
Justin2210,2,6,5,3.0
JustinBaeringer,1,9,3,9.0
JustinDotCom,2,34,14,17.0
JustinHaleMary,1,17,5,17.0
JustinK99,1,10,3,10.0
JustinTrudo420,5,16,10,3.2
JustintheDOT,1,13,5,13.0
Justiroth,1,7,2,7.0
Justivity,1,9,5,9.0
Jusw77d,3,24,10,8.0
JuustDewIT,8,188,14,23.5
JuveL117,1,6,4,6.0
JuveMilanPiano4,2,13,9,6.5
JuvenileHydra,1,3,2,3.0
Juxtu Zamon,2,19,8,9.5
Juz1BadGrenade,1,13,8,13.0
Juzoki,1,12,7,12.0
JvaTTT,1,4,2,4.0
Jvvag,1,4,1,4.0
JwC Legit,1,1,1,1.0
JxGlenn,1,1,1,1.0
JxQuiz,1,30,14,30.0
Jxvxr,1,19,8,19.0
Jye,1,30,12,30.0
Jynx0452,1,8,6,8.0
Jyuria H,1,3,2,3.0
Jzbytek09,1,3,1,3.0
Jzombie101,1,5,5,5.0
JzsBuddha,1,4,3,4.0
K 2 the junk,3,31,17,10.33
K 4 KuTz,1,3,2,3.0
K A IVI E IV,1,7,4,7.0
K Bird iz back,2,50,18,25.0
K Broomes 23,1,23,12,23.0
K C U F AEIOU,1,7,4,7.0
K CH0ICE,2,27,11,13.5
K Clue iXi,1,5,4,5.0
K Dogg Extreme,1,14,9,14.0
K E V Z III,1,8,6,8.0
K Federale,1,4,3,4.0
K Fore Kody,1,17,6,17.0
K Hackett,1,16,7,16.0
K Kwiatkowskiy,1,2,2,2.0
K LO 214,1,17,9,17.0
K Louda,1,21,13,21.0
K MEISTER 35,2,15,11,7.5
K MUNEY10,1,13,6,13.0
K O K HeadOnly,1,20,7,20.0
K is Klutch,1,14,3,14.0
K man0050,1,1,1,1.0
K oNda Chi3F,1,3,3,3.0
K r o m 3,2,14,12,7.0
K00N11,1,7,7,7.0
K00bayashi,1,7,2,7.0
K0ALA B0XER,1,6,2,6.0
K0BETHEKID,1,4,3,4.0
K0BRAS,6,77,26,12.83
K0N ART15T,1,17,9,17.0
K0OPDaVille,1,10,6,10.0
K0TAKU,1,8,3,8.0
K0mrad3 Gable,1,2,2,2.0
K0ng04,1,1,1,1.0
K0nvictedS0ul,6,22,9,3.67
K0smoceratops,2,14,9,7.0
K1 THE GREAT,1,7,6,7.0
K1DB00,2,9,3,4.5
K1LL BOX,25,115,22,4.6
K1LL1NG M4SH1N3,1,9,5,9.0
K1LL3R4LPH4,1,9,3,9.0
K1LL4tR0c1Ty6,1,11,6,11.0
K1LLINGxMACHINE,1,19,10,19.0
K1LLSwiTchh,1,10,3,10.0
K1LLZ0NE180,4,53,24,13.25
K1LLZoE,3,21,7,7.0
K1LLa ApE666,3,84,29,28.0
K1NG O4,1,4,4,4.0
K1NG OFTHE G4M3,1,25,7,25.0
K1NG semaj,1,16,3,16.0
K1NGW1Z3RD,1,4,2,4.0
K1NGaNiMaL,1,35,13,35.0
K1NGofthaCHILL,2,45,14,22.5
K1NGxCANNON,2,28,15,14.0
K1eetus,2,34,9,17.0
K1l3l00cl,1,2,2,2.0
K1ll3nmachine,2,48,9,24.0
K1ll3rbut3rfly,1,20,8,20.0
K1ller Franc0,1,11,7,11.0
K1ng 0f H T0wn,1,9,3,9.0
K1ng H0Wee,1,10,4,10.0
K1ng K00p4,1,16,11,16.0
K1ng Tezz,2,37,15,18.5
K24 Raven,2,27,16,13.5
K2DAC707,2,27,7,13.5
K3 NuB Cake,1,15,9,15.0
K33BLUR,1,11,3,11.0
K33P T0K3N E15,3,28,21,9.33
K3NDALL94,1,17,7,17.0
K3V1N199,1,1,1,1.0
K3nZo27,1,3,2,3.0
K3s0 117,1,13,6,13.0
K3tku,1,14,2,14.0
K3vin11,1,14,8,14.0
K3y4,1,4,4,4.0
K4453N,1,14,3,14.0
K4MEHAMEHA,1,3,3,3.0
K4MIL0RD,1,22,4,22.0
K4SS,1,1,1,1.0
K4T Anguish,2,28,10,14.0
K4T Eternal,1,12,5,12.0
K5 LankseY,1,4,4,4.0
K5cents,1,17,13,17.0
K9 Avenger,1,9,7,9.0
K9 Crunchies,3,50,8,16.67
KAGEROU ENIGMA,1,9,4,9.0
KAI 117 DB,3,12,7,4.0
KAIN 2 THE MAX,1,4,4,4.0
KAKAR0T13,1,9,7,9.0
KAKASHI099,1,4,3,4.0
KAL BOI,1,13,8,13.0
KALOTZXX MEX1,1,8,5,8.0
KALPHAMON,2,30,14,15.0
KAMIKATZE 666,3,33,17,11.0
KAMIKAZIACE 117,1,10,3,10.0
KAMlNSKl,1,8,7,8.0
KANDID NUPE,1,13,9,13.0
KANGALL,1,5,2,5.0
KAOS Kreationz,1,3,3,3.0
KAOSxClutchKid,36,376,35,10.44
KAPPA 998,1,13,4,13.0
KAPPA SoaRz,3,19,4,6.33
KARAMELLKID,1,2,2,2.0
KARCHOKER,1,4,3,4.0
KARIAGE HEAD,1,3,3,3.0
KARIAN TATTED,1,10,7,10.0
KARLOEZ,1,5,5,5.0
KARMA 559 v4,2,37,12,18.5
KARMA21 4EVR,1,6,5,6.0
KARMAppL3,1,3,1,3.0
KASKADE 420,1,13,4,13.0
KATARN12,1,7,6,7.0
KATATONYKK,1,9,6,9.0
KATOblack,1,11,8,11.0
KAVUNKAL,2,35,12,17.5
KAWASOKO,1,11,3,11.0
KAWHI xLEONARD,2,25,8,12.5
KAYVEN1,2,26,10,13.0
KAZOOIE THUNDER,1,2,1,2.0
KAoTiCxxANdrEs,3,45,5,15.0
KB MAJOR,1,18,8,18.0
KBANNA,2,21,14,10.5
KBKiller88,1,13,8,13.0
KBT VEN0M0US,2,31,10,15.5
KC 4ORTE,1,9,2,9.0
KC Crush 29 7,1,12,7,12.0
KC Drippin,1,17,14,17.0
KC SWAG 7,2,11,10,5.5
KC x ReLic x,1,14,9,14.0
KC8T80,1,4,3,4.0
KCAMeRON9,1,22,7,22.0
KCK GONE MAD,2,20,9,10.0
KCShufflin,1,5,5,5.0
KCTG96,2,13,5,6.5
KClvrCMA27,1,20,11,20.0
KCxGod816,1,13,7,13.0
KDBadd35t,1,1,1,1.0
KDC UBL3OC34N 5,1,10,2,10.0
KDIZZEL89,2,25,13,12.5
KDR Ronnie 3,3,41,9,13.67
KDawg1126,1,22,12,22.0
KDay34,1,12,9,12.0
KE DarkLord,1,14,9,14.0
KE5ENH,1,13,7,13.0
KEA,1,10,3,10.0
KEEP C0MP0SURE,4,37,11,9.25
KEIF nasty BEEF,1,6,3,6.0
KEITH204,1,2,2,2.0
KELPIE10,1,2,2,2.0
KELSO SOLO CITY,1,7,5,7.0
KEN W JENNINGS,1,18,8,18.0
KENAU GHOST,2,29,11,14.5
KENEZEVIC,3,49,23,16.33
KERLERL,1,24,10,24.0
KERNAL KOOLAID,2,6,5,3.0
KERZE08,1,6,2,6.0
KES VZ,1,13,9,13.0
KEV BuStiN CAPS,1,21,13,21.0
KEVIN DESTROYS,3,40,11,13.33
KEVIN IZ LEGEND,2,2,1,1.0
KEVINGAMER13,1,1,1,1.0
KEVINmaxYEAHHH,2,5,5,2.5
KEVO6400,1,9,4,9.0
KEVOTHEONE,1,13,4,13.0
KEVmuffins,2,42,13,21.0
KEYMAKER99,2,37,17,18.5
KEwoo,1,18,12,18.0
KF Relapse,1,11,8,11.0
KFC Peacekeeper,2,36,15,18.0
KFCisfinebyme,1,11,11,11.0
KFFN,1,3,3,3.0
KFR Champy,1,11,7,11.0
KFR GaNdjHa,2,18,5,9.0
KFR MaNiToU,1,14,10,14.0
KFR Syah,1,5,1,5.0
KFR Thibe,1,22,11,22.0
KFoundyy,2,32,7,16.0
KG DREAMKILLER,1,7,6,7.0
KG HILLSWAG,1,6,1,6.0
KG Jack,2,19,9,9.5
KG QuiXoTiC,12,122,27,10.17
KG Tinks,3,9,4,3.0
KG012,2,51,17,25.5
KGB Fusions,1,4,2,4.0
KGB KHROME,1,14,6,14.0
KGB Regental,1,6,4,6.0
KGB Vlad Putin,1,8,6,8.0
KGOiiNSx95,1,16,3,16.0
KGS BlueNova,3,34,15,11.33
KH0LD,1,2,2,2.0
KHAN MISA,2,19,8,9.5
KHAN PIGGY,9,246,37,27.33
KHUTIKHUTI,2,47,10,23.5
KI ConcludedTub,1,6,5,6.0
KI11ERxCHICK,2,24,10,12.0
KIA 79,1,9,3,9.0
KIA Phoenix,1,14,7,14.0
KIAVID KIMBERLY,1,10,6,10.0
KIBBELSanVICKS,2,17,7,8.5
KIBBLE 125,1,6,3,6.0
KICKIN W1NGx,1,2,2,2.0
KICKING WANG04,1,6,5,6.0
KICKurKATSU,1,14,12,14.0
KID DYNAMITE456,2,19,7,9.5
KID TONGA 1,1,8,5,8.0
KIDCOTY44,1,8,6,8.0
KIDIDA,3,36,11,12.0
KIDZ too CRUNK,1,26,6,26.0
KIEF KOUKI,1,21,11,21.0
KIKAPOOCH,2,15,8,7.5
KIKO SE7EN,31,222,38,7.16
KILBORG,2,52,7,26.0
KILL MATIC l,1,6,5,6.0
KILL0PH0BIA,1,18,5,18.0
KILLA 9001,1,12,5,12.0
KILLA KELBL,2,32,10,16.0
KILLA WATT1,1,17,4,17.0
KILLA139,3,29,16,9.67
KILLBOX 1 ALPHA,1,6,4,6.0
KILLBOY2003,1,2,2,2.0
KILLER AMADEUS,1,13,9,13.0
KILLER DIMO,2,28,11,14.0
KILLER K1LL,1,13,10,13.0
KILLER MOJITO10,1,13,3,13.0
KILLERAdder,1,16,8,16.0
KILLERBEELUKE,1,7,6,7.0
KILLERBLADX,1,9,5,9.0
KILLERCALIJAM,1,3,3,3.0
KILLERCHOOCH MN,1,6,2,6.0
KILLERIUM117,1,5,4,5.0
KILLERKYLE2014,1,36,12,36.0
KILLERSANTA54,2,4,3,2.0
KILLERiNsTinCc,2,32,17,16.0
KILLIN114,1,20,15,20.0
KILLMANME FR,1,14,8,14.0
KILLMYTEAMATES,2,25,14,12.5
KILLSIR 420,2,25,11,12.5
KILLSUR,1,8,6,8.0
KILLSWITCH LS,1,2,1,2.0
KILLSWITCH StK,1,3,2,3.0
KILLTRIX,3,28,12,9.33
KILLUMALL57,1,13,4,13.0
KILLUMINATI1212,1,8,3,8.0
KILLZALOT91,1,2,1,2.0
KILLaBREWSTER,1,7,2,7.0
KILLerJ0EY,2,9,3,4.5
KILLxEMxALLL,3,19,11,6.33
KILS90,2,29,18,14.5
KILTSKILL,7,60,15,8.57
KIMBQ,3,42,9,14.0
KIMOSABE 702,1,5,4,5.0
KIMSOAD,1,3,3,3.0
KING ARTHUR II7,3,34,19,11.33
KING BUXS,2,13,10,6.5
KING CARLITO 11,2,17,4,8.5
KING CORSON,1,5,4,5.0
KING CUMP,1,3,3,3.0
KING GEORGE LIV,1,4,2,4.0
KING IMPERIUM,1,14,5,14.0
KING LEBRON 6,1,11,9,11.0
KING OF GUNS 97,2,5,3,2.5
KING OF POLSKA,1,5,4,5.0
KING REGRETS,5,17,6,3.4
KING REYES831,1,6,4,6.0
KING RYAN 56,1,13,5,13.0
KING SAMAL,1,10,4,10.0
KING TASMAN,1,9,7,9.0
KING TAURZAN,1,18,10,18.0
KING YEEZY75,4,75,23,18.75
KING of BUTLER,1,4,4,4.0
KINGCREEPER96,2,39,8,19.5
KINGFOREVER555,1,20,8,20.0
KINGJON PDK610,1,13,3,13.0
KINGJUANDOPE,3,35,10,11.67
KINGK0NY,3,37,13,12.33
KINGMONKEY27,1,1,1,1.0
KINGS CLUTCH,1,2,1,2.0
KINGSLASHER89,1,13,4,13.0
KINGSPADE42030,1,1,1,1.0
KINGTIGER21,1,19,4,19.0
KINGZofSTEALTH,1,2,2,2.0
KINGluffy04,1,8,3,8.0
KINGofHEARTZ55,1,14,8,14.0
KINGxASSASSINx,1,9,6,9.0
KINGxDUZxKRUSH,1,7,5,7.0
KINGxOZYMANDIAS,2,15,7,7.5
KINGxxJOE4,7,38,9,5.43
KINTARO 12,1,6,3,6.0
KINslayer23,1,21,9,21.0
KIRK442,2,10,5,5.0
KIRKK0,1,10,5,10.0
KISSxIMAK,1,7,4,7.0
KITANCULE,1,15,3,15.0
KITCH3L,2,25,5,12.5
KIinton,1,21,10,21.0
KJ aka BOSSMODE,1,6,5,6.0
KJC Wolf,1,2,2,2.0
KJChewy,2,4,3,2.0
KJWjr7,1,7,3,7.0
KK LaWLesS,1,17,4,17.0
KKILLALL213,1,5,5,5.0
KKINGSTONN,1,18,11,18.0
KKSHI 117,1,10,5,10.0
KKuj4k,1,11,8,11.0
KLAUSING10,2,19,10,9.5
KLG1025,1,5,3,5.0
KLYNXL3G,1,13,4,13.0
KLeeNeXe,2,31,6,15.5
KM Assassin,14,132,9,9.43
KM Hostile26,3,10,6,3.33
KM MIRAGE,1,19,13,19.0
KM21c,1,11,4,11.0
KMACKENT,1,5,4,5.0
KMANCH3Z,1,11,7,11.0
KME CHAOS,1,3,3,3.0
KMG07,1,21,10,21.0
KMK 420PTOWN,1,5,1,5.0
KMOZ14,2,41,11,20.5
KMxiLeG3nDiMX,2,14,7,7.0
KN1GHT76,1,4,3,4.0
KN1VES,2,47,17,23.5
KN4RR,1,14,5,14.0
KNDFIRE07,1,3,2,3.0
KNEZO II,9,85,11,9.44
KNIGHT ANG3L,1,2,2,2.0
KNIGHT PEREX,1,4,2,4.0
KNIGHT R3BORN,1,6,5,6.0
KNIGHTBLADE619,1,5,2,5.0
KNIGHTKILLERX3,3,65,25,21.67
KNIGHTS AT WAR,2,22,11,11.0
KNOCKITUPANOTCH,3,21,9,7.0
KNOT BUCK,1,12,3,12.0
KNOWNJO3L1990,7,38,12,5.43
KO NoMercy5,2,29,10,14.5
KOB BIG BANG,1,8,6,8.0
KOB3 BEEF,1,5,2,5.0
KOBEnes,1,18,10,18.0
KODIAK WRATH,1,11,2,11.0
KODIAKGRIZZLY09,1,15,10,15.0
KOH SpaRtaX,1,1,1,1.0
KOI MLC IV,6,48,14,8.0
KOITRONIC,1,3,3,3.0
KOJiB33F,2,22,9,11.0
KOKAMITEWARRIOR,1,9,3,9.0
KOKINOS1337,2,10,8,5.0
KOLD 2 STONE,1,2,2,2.0
KOLDMAN6,3,47,18,15.67
KOMIK 8,2,24,5,12.0
KOMMAND626,1,13,9,13.0
KOMMANDO616,1,2,1,2.0
KONY L CONEJITO,1,5,3,5.0
KOOLINnBOOLIN,1,8,7,8.0
KOOOOOSH,1,9,5,9.0
KORZ GOTCHA,1,3,2,3.0
KOS KRATOS,4,14,9,3.5
KP Arctic11,4,37,12,9.25
KPB Solshido,1,5,4,5.0
KPD GUNGRAVEOD,1,13,5,13.0
KPK,1,2,1,2.0
KPachiku69,1,9,6,9.0
KPdallas2208,3,40,10,13.33
KR3MIS,2,5,2,2.5
KR3W,2,28,6,14.0
KR3W MYTHICN3SS,1,3,3,3.0
KRABNASTY,1,21,13,21.0
KRAKEN SMACK,1,21,4,21.0
KRAPonaSTICK89,1,1,1,1.0
KRAYZiE KiLL3R,1,16,10,16.0
KRAZY 3X0,1,24,5,24.0
KRAZYQT,1,10,5,10.0
KREWISH,1,2,2,2.0
KRIPT0E,2,14,8,7.0
KRIST0FFERSON,1,43,12,43.0
KRIZ WIZZ,1,10,2,10.0
KROGMONSTER,1,4,3,4.0
KROOK65OH,1,1,1,1.0
KRUCIALRAIDR420,3,71,23,23.67
KRUSTEE 78,1,13,7,13.0
KRUSTIE KRAC,1,24,12,24.0
KRYM3,54,782,23,14.48
KRYPTIC VELVET,1,10,3,10.0
KRYPTONITEKAIKS,1,5,4,5.0
KReaMCHeeSFetuz,1,19,9,19.0
KRoNiKHEADshOts,1,19,10,19.0
KRoseyy,2,24,13,12.0
KRunChE,1,6,5,6.0
KRyptic210,1,7,5,7.0
KS Mojo,2,41,15,20.5
KS TreasoN,3,26,12,8.67
KS xxSLAYERxx,2,7,6,3.5
KSAV22,1,4,3,4.0
KSH reloaded,1,25,15,25.0
KSI 2Wheeler,2,36,15,18.0
KSI ANUBIS,1,2,2,2.0
KSI BABY JEW 7,3,44,16,14.67
KSI BackPack v2,1,22,5,22.0
KSI BlazenJames,1,5,4,5.0
KSI BleakFiend,1,1,1,1.0
KSI CheddarBob7,1,16,4,16.0
KSI Cjblack,1,10,5,10.0
KSI Ctenizidae,1,18,7,18.0
KSI D3athRow,1,16,3,16.0
KSI DANGER LINE,1,13,2,13.0
KSI Dark Spartn,1,5,2,5.0
KSI DeadMan50,1,17,8,17.0
KSI Delteros,1,1,1,1.0
KSI Dev 7,1,17,8,17.0
KSI DoomsWay,1,19,14,19.0
KSI DropThaLine,1,8,2,8.0
KSI FLAW 7,7,90,24,12.86
KSI FireFist 7,1,3,2,3.0
KSI Hot Shotz,1,10,6,10.0
KSI Jamtex,1,3,3,3.0
KSI KILLbodies2,1,18,13,18.0
KSI MONSTER 52,1,1,1,1.0
KSI Mars CC,2,37,12,18.5
KSI Mecha,1,8,3,8.0
KSI Monsieur,1,42,11,42.0
KSI Monstrous,2,38,14,19.0
KSI Neon Fade,1,4,3,4.0
KSI Nex Addo,1,2,2,2.0
KSI ODSTKILLZ,1,13,3,13.0
KSI Og San,2,16,8,8.0
KSI One L,2,51,24,25.5
KSI P4IN,1,18,10,18.0
KSI Proksimitee,4,67,25,16.75
KSI RED SPART4N,1,11,5,11.0
KSI Tempest115,1,8,5,8.0
KSI Torch096,1,22,11,22.0
KSI hawkeye95,2,20,14,10.0
KSI jfisher,6,17,8,2.83
KSIxCALIxCHAMP,1,5,3,5.0
KSIxCaptnMorgan,2,19,2,9.5
KSIxConfederate,5,94,12,18.8
KSK Deadpool,1,2,2,2.0
KSUROCKS4,1,1,1,1.0
KSX,1,39,9,39.0
KSXtheKing,1,8,4,8.0
KTC Muffin,1,23,8,23.0
KTDelgado,1,5,2,5.0
KTG Tokapi,3,19,8,6.33
KTLR,1,7,3,7.0
KTM77R,1,8,1,8.0
KUAKUOKUU,1,15,9,15.0
KUGY in HD,1,1,1,1.0
KUKIN85,1,6,6,6.0
KUNIKO ASAGI,1,9,5,9.0
KURTlZ,1,22,8,22.0
KUSHCL0UD,9,80,7,8.89
KUSHb4Dinner,1,5,3,5.0
KUWI ROCKS,1,8,3,8.0
KV144,1,5,3,5.0
KWC iHave2DADs,2,10,5,5.0
KWEHambone,1,12,8,12.0
KXMMX,1,11,7,11.0
KXracer99,1,3,3,3.0
KY2S,1,43,15,43.0
KYL0 KEN,1,4,3,4.0
KYLE IS A PLEB,3,48,5,16.0
KYLEisMTD,1,21,5,21.0
KYLEthaQILLA,1,4,3,4.0
KYR N1NJA,1,35,21,35.0
KYRI3,2,19,8,9.5
KYRYAL,1,6,5,6.0
KYZR,2,30,12,15.0
KYxDiSASTER606,1,1,1,1.0
Ka Five,2,5,4,2.5
Ka0sR1d3r,1,3,2,3.0
Ka0t0,2,9,7,4.5
KaBkill3r,1,8,2,8.0
KaLaSKuH,2,23,8,11.5
KaMiKaZe43 x,1,37,9,37.0
KaNcEr on XBO,1,10,2,10.0
KaOs InFiNiTy,1,12,6,12.0
KaOzPoNs,1,12,4,12.0
KaPPa WaTTs,1,19,5,19.0
KaPo tha KiNg,1,3,3,3.0
KaRMa sAg3,1,19,8,19.0
KaRayZTerry,2,34,15,17.0
KaRiosS,1,3,3,3.0
KaYa FoRce,1,2,2,2.0
KaZ I AvengeR,4,63,24,15.75
KaZ iS SauCeD,1,7,4,7.0
KaaiTheKing,1,7,7,7.0
Kaarlitos,1,10,8,10.0
Kaathib,1,16,4,16.0
Kaay Two,1,26,11,26.0
Kabe Slays,1,22,12,22.0
Kabeza Cuadrada,1,3,2,3.0
Kableman9632,1,18,4,18.0
Kaboni 420,1,27,12,27.0
Kabosui,1,8,4,8.0
Kabuto Ninja,2,4,4,2.0
Kacarotoal100,1,13,8,13.0
Kachoke,1,3,3,3.0
Kachys,1,20,6,20.0
KacpaDaGhost,1,2,2,2.0
Kadaj Souba,1,11,3,11.0
Kaderade88,1,8,4,8.0
Kadooshy,1,4,3,4.0
Kae Takara,4,11,4,2.75
Kaeo808,1,5,2,5.0
Kaesis,2,6,4,3.0
KagamiOtaku,1,1,1,1.0
Kagean 30,6,101,11,16.83
Kaghdad,1,9,6,9.0
Kahni117,1,14,5,14.0
Kahuna98,1,2,2,2.0
Kahzmania,1,37,7,37.0
Kai Grinds,1,6,2,6.0
KaiPie113,1,14,4,14.0
KaiQom,2,50,8,25.0
Kaiaer Mk II,1,10,8,10.0
Kaiceratops17,1,6,5,6.0
Kaidon,3,26,13,8.67
Kaiem,1,9,5,9.0
Kaiju FPS,2,20,9,10.0
Kaiju Zulis,1,12,4,12.0
Kaiju4K,1,10,6,10.0
KaijujainKo0722,1,9,6,9.0
Kailuaa,1,7,2,7.0
Kain Slasher,2,22,11,11.0
Kaion104,1,38,18,38.0
Kairi And Riku,1,33,13,33.0
Kaisai7,1,5,5,5.0
Kaiser Sozay XX,1,26,15,26.0
Kaito8901,1,14,5,14.0
Kaiyoga609,1,13,10,13.0
Kaizar 831,1,7,6,7.0
Kaizo,1,8,8,8.0
Kaji09,1,12,3,12.0
Kajukenbo Man,2,6,6,3.0
KajunKaiju,1,14,8,14.0
KakaRotting,3,26,4,8.67
Kakakey,2,26,11,13.0
Kakarrot19,2,16,7,8.0
Kakashi Hatake6,1,22,4,22.0
Kakashi1426,1,35,7,35.0
Kakashi883912,1,9,6,9.0
Kakashii,2,31,6,15.5
Kakes88,1,6,4,6.0
KakkaKarrotCake,1,16,5,16.0
Kakrayok,1,10,4,10.0
Kal the Plague,1,1,1,1.0
KalSt0rmb1essed,1,23,11,23.0
Kalamazoo ownzU,1,11,5,11.0
Kaldorr,1,19,8,19.0
Kale Rass,1,3,2,3.0
Kaleb514,1,21,14,21.0
Kaleg22,1,5,1,5.0
Kali Blaze,1,24,11,24.0
Kalil Antonio,1,1,1,1.0
Kalil415,1,7,5,7.0
Kalimbation1,1,4,3,4.0
Kaliskk,1,9,6,9.0
Kall Me SOLDi3R,1,15,8,15.0
KallKenterKilla,1,12,4,12.0
KalvinElPaladin,1,14,6,14.0
KamIKazE587,1,19,9,19.0
KamboKommando7Q,1,9,1,9.0
Kamer Brs,8,86,16,10.75
Kami The Knight,1,14,3,14.0
KamiDoc,1,17,9,17.0
KamiIIionairz,5,20,10,4.0
KamiKaaZe,1,4,2,4.0
Kamikaze OG,1,1,1,1.0
Kamikaze343,1,12,6,12.0
KamikazeClown13,5,29,12,5.8
KamikazeFabio,1,1,1,1.0
KamikazeWTA,1,2,1,2.0
Kamikazee04,2,16,10,8.0
Kammcl,4,29,12,7.25
Kamp Loves You,1,20,9,20.0
Kamperzzz,1,20,10,20.0
KampfSchwein 65,1,1,1,1.0
KampinKarl 13,1,4,2,4.0
KampingKarl22,4,69,13,17.25
Kampy 96,2,8,2,4.0
Kamran,3,33,14,11.0
Kanakattack420,1,11,7,11.0
KandyPants3000,4,89,17,22.25
Kandyman523,1,3,1,3.0
Kanegaroo89,1,23,7,23.0
Kang3roo17,2,12,3,6.0
Kangaroobixcube,1,14,10,14.0
Kangas120,1,17,12,17.0
Kaniskof,1,1,1,1.0
Kann0nn,2,6,2,3.0
Kano Is High,2,11,7,5.5
Kano10Devil1989,1,11,8,11.0
Kansan Killa,1,2,2,2.0
KantoLeague151,1,3,1,3.0
KanyeWesticle5,1,16,6,16.0
KanyeYeeezyWest,1,18,10,18.0
Kaos Ogre,1,17,10,17.0
KaossNate,1,8,7,8.0
Kaotic ANIS,1,11,6,11.0
Kaoz Krieger,1,12,9,12.0
KaozReaper559,2,45,6,22.5
Kaoztrophe,1,23,7,23.0
KapTaIN PlaN3Tx,1,12,7,12.0
KapTn KapPa,4,34,14,8.5
KapXWarlock,17,94,20,5.53
Kapery,1,22,7,22.0
Kapoosta,1,22,10,22.0
KappenKrunch69,1,19,8,19.0
KapriKorn3,1,3,3,3.0
Kaptain Kirk6,3,75,25,25.0
Kaptn EOS,1,23,9,23.0
Kapton Klutch,1,2,2,2.0
Kara PGL,1,9,2,9.0
Karakette,1,10,7,10.0
Karate Stew 4,2,4,3,2.0
KarateSkiLL,1,9,5,9.0
Karbenyo,1,2,1,2.0
Karbyy,1,5,3,5.0
Kardez,2,18,11,9.0
KarizMikHeiRo,1,7,2,7.0
Karizma Returnz,1,13,6,13.0
Karlez,1,5,3,5.0
Karli EU,1,6,4,6.0
KarloZ xX,1,7,5,7.0
Karlon Bey,2,30,10,15.0
Karlore,1,4,3,4.0
Karma K,1,4,4,4.0
Karma Tactics,1,4,3,4.0
Karma Theory,1,23,12,23.0
KarmaKop,2,30,15,15.0
KarmaP0LiiCE,1,9,2,9.0
KarmicNova1987,2,24,13,12.0
KarmicOrpheus,1,7,4,7.0
Karnag3zz,1,20,9,20.0
Karnage1k,2,15,7,7.5
Karnitour,1,8,2,8.0
Karnivool,3,54,17,18.0
KaroneExclusive,1,19,9,19.0
Karp01,1,13,6,13.0
Karpet Mulch,1,15,9,15.0
Karzakal,1,8,4,8.0
KaseKing,1,26,5,26.0
KashMIr oh,3,20,9,6.67
Kasiha,1,11,8,11.0
KasiusKaiba,19,98,25,5.16
KaskoMessina,1,4,4,4.0
Kassab277,2,27,13,13.5
Kasspperr,2,8,8,4.0
KasuaL Fresh,1,7,3,7.0
Katana Klaw,1,13,7,13.0
Katana x II7,1,21,8,21.0
Kategory5s,1,11,3,11.0
Katie Senpai,2,4,3,2.0
Katnip Smalls,3,27,8,9.0
Katnis2050,1,6,5,6.0
Katrina FrosT,5,43,15,8.6
Kattamari,1,6,4,6.0
Kauj,1,26,3,26.0
Kaw 973,1,28,14,28.0
Kawaii l Senpai,1,4,3,4.0
KawaiiHawaii69,1,11,6,11.0
Kay Tee Inn,3,40,16,13.33
Kay dub yew,1,21,12,21.0
Kayemx,1,5,3,5.0
Kayj0nes,3,47,17,15.67
KayneShinSenpai,2,41,16,20.5
Kayo7,1,25,6,25.0
Kayuha8,1,25,11,25.0
Kayyyylaaaa,4,36,10,9.0
Kaz Ronaldson,1,8,5,8.0
KazeKami13,1,7,4,7.0
Kazvq,2,33,17,16.5
Kazzualty,1,1,1,1.0
Kb01tZ,1,5,5,5.0
Kblitz11,1,14,10,14.0
KboXtreme,1,18,5,18.0
KcDillaMcKilla,1,20,7,20.0
KcPharm573,1,3,3,3.0
Kdogq,27,122,21,4.52
Ke100,2,45,8,22.5
Ke3bZ,1,10,9,10.0
Ke3p Smilin,1,24,13,24.0
KeEpLookN,1,17,12,17.0
KeLsH 23,3,90,26,30.0
KeRmUs,1,1,1,1.0
Keaiwa,2,44,24,22.0
Kealey21,1,7,4,7.0
Keatoneeus13,1,3,2,3.0
Keatonium,1,8,6,8.0
Kebert Xela 14,1,4,3,4.0
Kedg3,1,11,5,11.0
Kedzie360,1,6,3,6.0
KeeFih,1,5,4,5.0
KeeLayTheKraken,1,6,6,6.0
KeeferTheKing15,1,4,3,4.0
Keegan,53,911,18,17.19
Keegan ISK,1,6,5,6.0
Keeloh HCS,1,14,2,14.0
KeelorCorn,1,8,5,8.0
KeenAssasinka,1,7,6,7.0
KeenanEnvision,1,3,3,3.0
Keener CO,1,14,10,14.0
Keep It EZ,1,2,2,2.0
KeepItTrillla,2,12,8,6.0
KeepMyComp0sure,1,16,5,16.0
KeeperOfWind,1,4,4,4.0
Keerawn,1,1,1,1.0
Keesh The Chief,1,18,3,18.0
Keet Shagoon,1,25,4,25.0
Keggity,14,91,28,6.5
KeglyWink5,1,10,7,10.0
Kegnian,1,16,8,16.0
Kegor63,1,8,4,8.0
